status,time,card_type,city,amount,id
fail,2025-09-24 04:15:00,Visa,Tehran,664395,15
fail,2025-09-25 22:27:00,Visa,Ahvaz,822768,51
success,2025-09-07 14:02:00,,ThRan,669237,53
success,2025-09-20 13:13:00,MasterCard,Qom,1150023,34
success,2025-09-06 11:11:00,Visa,Shiraz,1964396,77
Success,2025-09-21 13:10:00,Discover,Karaj,4179534,8
success,2025-09-24 06:30:00,Discover,Tabriz,4307001,77
success,2025-09-01 05:23:00,Vsa,Isfahan,2234906,70
fail,2025-09-17 11:11:00,MastCard,Isfahan,131032,97
succeed,2025-09-29 09:09:00,MastCard,Qom,3748686,21
success,2025-09-11 19:29:00,Visa,THR,1864309,7
failed,2025-09-22 07:32:00,,Tabriz,2224083,91
success,2025-09-26 02:20:00,Visa,Mashhad,1294821,79
success,2025-09-28 07:08:00,Amex,Ahvaz,1088850,56
success,2025-09-18 19:19:00,Visa,Tehran,164126,49
fail,2025-09-21 04:04:00,Visa,Mashhad,178401,42
success,2025-09-17 16:40:00,Visa,Tehran,59262,23
failed,2025-09-07 11:11:00,Amex,Qom,4655737,52
fail,2025-09-17 19:29:00,Amex,Ahvaz,920425,79
fail,2025-09-20 07:32:00,Visa,Tabriz,87227,53
success,2025-09-09 02:37:00,Discover,THR,276969,16
fail,2025-09-17 05:56:00,Master-Card,Isfahan,1152120,97
success,2025-09-20 08:08:00,Visa,Tehran,623611,37
success,2025-09-22 14:11:00,Visa,Mashhad,4592344,18
fail,2025-09-22 14:00:00,MasterCard,THR,4681363,20
failed,2025-09-28 17:07:00,Vsa,Tehran,441145,46
success,2025-09-29 23:59:00,Discover,Tabriz,1439756,2
failed,2025-09-08 13:13:00,visa,Shiraz,3133763,88
success,2025-09-17 18:00:00,Discover,Isfahan,187432,95
failed,2025-09-07 21:23:00,Discover,Tehran,1048140,63
fail,2025-09-01 06:06:00,Visa,Tabriz,4509093,3
fail,2025-09-13 09:45:00,MastCard,karaj,2635995,46
fail,2025-09-30 01:01:00,Discover,Tehran ,3342707,49
success,2025-09-23 18:45:00,Amex,Tehran,1943955,1
failed,2025-09-19 01:51:00,Visa,Qom,3751924,22
success,2025-09-27 08:59:00,Discover,Tehran,4949601,94
failed,2025-09-24 10:48:00,Master-Card,Karaj,2190567,14
fail,2025-09-19 19:29:00,MastCard,Tehran,1497878,93
fail,2025-09-30 08:59:00,Visa,Tehran,1347742,85
failed,2025-09-30 23:17:00,Amex,Ahvaz,1880438,45
success,2025-09-29 17:07:00,Amex,Tehran,2160806,97
failed,2025-09-17 00:00:00,Visa,Tabriz,4258045,6
fail,2025-09-13 05:23:00,MasterCard,tehr@n,2097311,65
Success,2025-09-29 15:45:00,Discover,ThRan,4646165,21
success,2025-09-30 23:17:00,MasterCard,Tehran,2136569,4
success,2025-09-16 09:00:00,Vsa,Qom,1331585,3
fail,2025-09-08 14:30:00,Visa,Qom,2372732,30
success,2025-09-19 08:08:00,Visa,Mashhad,4830058,31
failed,2025-09-18 02:20:00,Discover,TEHRAN,3859729,34
failed,2025-09-01 01:01:00,Master Card,Ahvaz,1027110,83
fail,2025-09-14 02:20:00,MastCard,Ahvaz,1583375,20
fail,2025-09-19 17:17:00,Visa,Tabriz,2226470,88
success,2025-09-15 09:09:00,MasterCard,Isfahan,4102700,54
fail,2025-09-18 18:00:00,Discover,Mashhad,1348439,25
success,2025-09-02 08:08:00,Amex,Tabriz,4591258,15
fail,2025-09-22 18:12:00,MasterCard,Tehran,160758,38
fail,2025-09-28 13:13:00,VISA,Tehran,2904844,23
success,2025-09-17 00:00:00,Visa,Tehran,3367613,52
success,2025-09-18 07:32:00,Amex,Tabriz,3351770,66
success,2025-09-30 19:51:00,MastCard,Tabriz,3348503,57
FAIL,2025-09-06 02:20:00,Vsa,Tabriz,2254822,57
fail,2025-09-19 00:00:00,MasterCard,Mashhad,4460143,79
success,2025-09-04 06:30:00,MastCard,Mashhad,1577116,52
fail,2025-09-01 07:07:00,Discover,Tabriz,4361421,35
success,2025-09-08 23:17:00,MasterCard,TEHRAN,2552410,74
fail,2025-09-29 14:00:00,Master-Card,Qom,705978,14
fail,2025-09-23 02:37:00,Master Card,Ahvaz,2402315,92
fail,2025-09-07 00:00:00,MastCard,TEHRAN,1235699,14
fail,2025-09-03 07:08:00,Discover,Tehran,4544884,100
failed,2025-09-10 10:05:00,Vsa,Isfahan,1371568,33
success,2025-09-10 03:27:00,Visa,Isfahan,1868305,52
FAIL,2025-09-19 04:15:00,Visa,Isfahan,1111512,1
success,2025-09-14 00:00:00,Amex,Tehran,607852,34
fail,2025-09-02 12:12:00,Discover,karaj,3475612,19
fail,2025-09-28 15:45:00,Master Card,Tehran,4712598,24
fail,2025-09-01 08:08:00,MasterCard,,775126,4
fail,2025-09-23 07:07:00,MasterCard,Ahvaz,4405766,36
success,2025-09-23 09:00:00,MastCard,Qom,451062,77
success,2025-09-28 12:34:00,MastCard,Tehran,4440713,58
fail,2025-09-18 18:00:00,MasterCard,Mashhad,4554051,32
fail,2025-09-07 15:45:00,Visa,Tabriz,4885233,9
fail,2025-09-29 08:08:00,Vsa,Tabriz,1579341,80
fail,2025-09-08 09:45:00,Discover,karaj,1915238,67
fail,2025-09-01 09:09:00,Visa,Isfahan,3653874,20
success,2025-09-25 19:19:00,Amex,Mashhad,2417729,74
fail,2025-09-23 09:45:00,Visa,karaj,1437191,62
success,2025-09-03 06:06:00,VISA,Tehran,4654743,58
fail,2025-09-24 10:48:00,Amex,Qom,4434970,22
fail,2025-09-23 08:08:00,visa,Qom,1219075,67
failed,2025-09-27 05:23:00,Discover,Isfahan,2651620,75
success,2025-09-29 23:17:00,VISA,karaj,714211,90
fail,2025-09-08 05:23:00,Visa,tehr@n,2001884,48
failed,2025-09-22 07:07:00,Visa,Mashhad,3896728,8
fail,2025-09-25 17:07:00,Visa,Mashhad,2584944,73
fail,2025-09-15 01:01:00,MasterCard,Mashhad,4518865,15
success,2025-09-05 16:16:00,Visa,Karaj,4924407,32
success,2025-09-03 23:59:00,MasterCard,Shiraz,1387633,53
fail,2025-09-19 21:10:00,Discover,Tabriz,1146589,67
fail,2025-09-01 15:45:00,Discover,Tehran,2824316,4
failed,2025-09-28 12:12:00,Amex,tehr@n,2726542,30
fail,2025-09-15 05:56:00,Visa,Tabriz,3860924,13
fail,2025-09-08 06:30:00,MastCard,Shiraz,282062,21
success,2025-09-02 05:23:00,Amex,karaj,2969617,41
Success,2025-09-03 01:01:00,,Tabriz,1811117,19
fail,2025-09-24 03:27:00,Discover,Shiraz,57422,48
success,2025-09-14 20:20:00,visa,Tehran,1259240,87
success,2025-09-24 02:30:00,Amex,Tehran ,1873221,63
success,2025-09-14 10:05:00,VISA,Tehran,4014664,20
success,2025-09-11 23:17:00,Visa,Isfahan,4447996,64
FAIL,2025-09-16 20:33:00,MastCard,Qom,1989488,37
fail,2025-09-04 18:45:00,Vsa,Ahvaz,3454378,31
fail,2025-09-20 19:29:00,Visa,Tehran,3069208,74
Success,2025-09-05 12:12:00,Amex,Isfahan,2450523,18
success,2025-09-22 14:11:00,Vsa,Tabriz,3477110,20
success,2025-09-21 07:08:00,Amex,Tabriz,2002434,82
success,2025-09-14 16:40:00,Visa,Ahvaz,1609858,11
success,2025-09-23 14:11:00,MastCard,Tehran,566736,87
success,2025-09-16 14:30:00,Visa,Ahvaz,4080713,44
Success,2025-09-18 02:37:00,Vsa,karaj,3392189,82
success,2025-09-07 07:08:00,Visa,TEHRAN,2075349,64
fail,2025-09-10 19:51:00,Visa,Shiraz,251653,34
success,2025-09-07 10:05:00,Discover,Isfahan,439195,88
success,2025-09-01 04:04:00,Amex,Isfahan,849424,65
success,2025-09-23 14:11:00,VISA,Tehran ,365061,55
success,2025-09-21 04:40:00,Visa,THR,1623260,74
fail,2025-09-19 19:51:00,Visa,Mashhad,4938016,1
success,2025-09-16 18:45:00,Discover,tehr@n,315399,38
success,2025-09-29 02:30:00,Vsa,karaj,4387688,9
failed,2025-09-19 02:24:00,MasterCard,TEHRAN,3914079,96
success,2025-09-04 20:33:00,Discover,Karaj,219155,71
fail,2025-09-29 02:37:00,Amex,THR,1871685,17
success,2025-09-28 04:40:00,Discover,TEHRAN,883827,100
success,2025-09-18 09:45:00,MasterCard,Tehran,3160317,52
success,2025-09-02 23:17:00,Discover,Tehran ,3055366,18
success,2025-09-01 02:30:00,Vsa,Isfahan,817434,63
success,2025-09-15 21:23:00,,Isfahan,3674836,33
fail,2025-09-05 13:10:00,MastCard,Ahvaz,1657353,4
failed,2025-09-20 23:59:00,MasterCard,Shiraz,777168,88
fail,2025-09-11 21:23:00,MasterCard,TEHRAN,1768299,75
success,2025-09-10 13:10:00,Visa,Isfahan,4077219,52
fail,2025-09-02 11:11:00,MastCard,Isfahan,2993737,9
fail,2025-09-03 20:33:00,Amex,Tehran,1133741,64
success,2025-09-23 11:11:00,Master-Card,Mashhad,2209813,30
success,2025-09-23 10:05:00,Visa,Karaj,2053456,8
success,2025-09-12 17:17:00,MastCard,Tabriz,3699372,5
success,2025-09-20 14:00:00,MastCard,Mashhad,2425559,76
success,2025-09-05 09:09:00,Discover,Tabriz,2423254,63
success,2025-09-05 01:51:00,MastCard,Ahvaz,462214,1
success,2025-09-06 03:27:00,,Tehran,952967,15
success,2025-09-30 14:11:00,,Karaj,3171624,90
success,2025-09-09 20:20:00,MastCard,Isfahan,4167169,82
success,2025-09-02 19:40:00,Visa,Tehran,3101271,38
Success,2025-09-21 22:27:00,Master-Card,THR,1418540,42
fail,2025-09-12 06:30:00,Amex,Mashhad,296558,46
failed,2025-09-03 03:27:00,Discover,Qom,3500317,53
fail,2025-09-20 14:11:00,Visa,Karaj,4080675,26
fail,2025-09-26 14:11:00,Visa,Shiraz,313883,61
fail,2025-09-22 02:37:00,Visa,Karaj,1945057,67
success,2025-09-12 08:08:00,MastCard,Ahvaz,3862932,54
fail,2025-09-24 06:30:00,Discover,Qom,1595613,22
failed,2025-09-17 14:55:00,Visa,Isfahan,656641,26
failed,2025-09-10 04:15:00,MasterCard,Tabriz,805197,83
success,2025-09-30 17:07:00,MasterCard,TEHRAN,2156013,60
success,2025-09-24 14:11:00,Visa,Tehran ,4336201,39
Success,2025-09-27 02:20:00,Visa,Isfahan,2264043,36
failed,2025-09-14 09:09:00,Visa,Tehran,180165,21
success,2025-09-23 13:10:00,MastCard,Tabriz,1578966,41
success,2025-09-17 15:45:00,Visa,Shiraz,4689311,48
success,2025-09-18 14:11:00,Amex,Tehran,1605048,26
success,2025-09-19 02:37:00,Visa,Ahvaz,3808109,63
fail,2025-09-17 20:20:00,Visa,TEHRAN,3481321,77
success,2025-09-14 15:45:00,Discover,Tehran ,4349605,36
fail,2025-09-09 11:11:00,Visa,Tehran,2442269,24
fail,2025-09-08 09:45:00,Visa,tehr@n,1148313,91
success,2025-09-02 01:01:00,Discover,Karaj,3236245,21
Success,2025-09-13 13:10:00,Discover,Tehran,2441875,18
FAIL,2025-09-25 14:55:00,MastCard,Isfahan,846217,15
success,2025-09-07 21:23:00,Visa,Karaj,1493044,79
success,2025-09-09 03:27:00,Master-Card,tehr@n,1815778,6
fail,2025-09-22 13:10:00,Vsa,Tehran,242486,43
success,2025-09-22 02:30:00,MastCard,Tehran,1484507,31
fail,2025-09-11 11:11:00,Discover,Mashhad,3580973,28
fail,2025-09-14 04:40:00,Vsa,Tehran ,3941370,8
success,2025-09-04 20:33:00,Visa,Tehran ,4401643,29
fail,2025-09-26 16:16:00,Visa,Tabriz,1246376,21
fail,2025-09-26 02:30:00,Visa,Tabriz,1247049,81
failed,2025-09-29 10:48:00,,TEHRAN,2496160,89
fail,2025-09-13 02:37:00,Discover,Karaj,111766,58
fail,2025-09-02 07:07:00,,Tehran ,4954698,60
fail,2025-09-23 08:08:00,Discover,TEHRAN,2222786,50
fail,2025-09-05 14:00:00,Master-Card,Tabriz,544458,31
fail,2025-09-11 05:23:00,Master-Card,Ahvaz,165310,47
success,2025-09-06 12:44:00,,Tehran,1349330,34
fail,2025-09-18 21:23:00,MasterCard,karaj,1783461,2
failed,2025-09-21 12:12:00,Master-Card,Qom,3335021,67
fail,2025-09-10 14:02:00,Master Card,tehr@n,362960,95
success,2025-09-04 07:32:00,Discover,Tehran ,3057840,72
success,2025-09-09 17:17:00,MasterCard,Tehran,4996971,52
success,2025-09-06 02:24:00,MastCard,Tehran,3917193,7
success,2025-09-02 02:54:00,Discover,Mashhad,597769,76
Success,2025-09-17 12:34:00,MastCard,THR,1626886,19
fail,2025-09-05 04:40:00,Visa,karaj,2992327,91
success,2025-09-25 18:45:00,MasterCard,Tehran ,4943861,93
failed,2025-09-06 21:23:00,Visa,Shiraz,3992118,15
fail,2025-09-26 07:08:00,Discover,Tabriz,2900723,78
fail,2025-09-12 18:00:00,Discover,Tehran,3794498,48
fail,2025-09-23 11:11:00,Vsa,Tabriz,1385693,14
success,2025-09-21 13:13:00,Visa,Shiraz,1795025,3
fail,2025-09-10 11:11:00,Vsa,TEHRAN,3900620,50
fail,2025-09-22 18:00:00,Vsa,Tabriz,2773901,94
success,2025-09-21 21:23:00,MasterCard,THR,3629397,54
success,2025-09-27 02:30:00,Discover,Isfahan,772410,6
fail,2025-09-25 02:54:00,Visa,Tabriz,3284200,49
fail,2025-09-06 02:30:00,MasterCard,Mashhad,1213467,23
success,2025-09-27 23:17:00,Visa,Isfahan,898095,93
Success,2025-09-08 09:09:00,MasterCard,TEHRAN,3101301,78
success,2025-09-02 06:06:00,Master Card,Mashhad,4358713,78
success,2025-09-12 01:01:00,Visa,Tabriz,969076,20
fail,2025-09-13 04:40:00,Amex,karaj,3780595,77
fail,2025-09-25 03:00:00,VISA,,2328111,92
success,2025-09-21 11:11:00,Master-Card,Shiraz,2816366,60
failed,2025-09-07 19:40:00,Master-Card,Tabriz,2504572,100
success,2025-09-10 06:30:00,Vsa,Tabriz,4991548,45
failed,2025-09-13 19:40:00,Discover,Tehran,4727265,61
succeed,2025-09-17 13:10:00,Master-Card,Tehran,2992445,56
fail,2025-09-26 08:59:00,Master Card,TEHRAN,953321,2
fail,2025-09-21 11:11:00,MasterCard,Tehran,72022,45
fail,2025-09-28 03:27:00,Discover,Mashhad,849293,40
fail,2025-09-30 21:21:00,MasterCard,Karaj,85086,24
fail,2025-09-26 17:17:00,Discover,THR,4984954,29
failed,2025-09-14 06:30:00,Visa,Tehran,1642228,67
fail,2025-09-02 02:20:00,Amex,Isfahan,4754105,68
fail,2025-09-28 02:30:00,Amex,Tabriz,3274094,66
fail,2025-09-22 08:08:00,MasterCard,Tabriz,2928748,84
Success,2025-09-11 21:21:00,Visa,Tabriz,4125915,54
success,2025-09-01 20:33:00,Vsa,Qom,4544391,53
Success,2025-09-19 11:11:00,Visa,Tehran,3097165,79
FAIL,2025-09-21 12:34:00,Visa,Isfahan,2160102,49
success,2025-09-04 14:02:00,Amex,Tehran,511062,32
fail,2025-09-19 20:33:00,MasterCard,Tehran ,4338286,61
fail,2025-09-26 21:23:00,Visa,Qom,2502613,42
fail,2025-09-29 21:10:00,Discover,THR,4115476,1
success,2025-09-21 07:08:00,Vsa,Tehran,3776148,63
fail,2025-09-11 01:01:00,Amex,karaj,4167686,35
fail,2025-09-08 17:17:00,Discover,Isfahan,3508325,51
success,2025-09-11 10:05:00,Visa,Tehran,2704560,71
success,2025-09-04 11:11:00,Amex,Ahvaz,1564444,45
success,2025-09-17 03:00:00,Master-Card,Ahvaz,4369812,77
fail,2025-09-27 14:11:00,Amex,,3374964,65
failed,2025-09-07 02:20:00,Vsa,Ahvaz,2493832,14
success,2025-09-08 13:10:00,MasterCard,Tehran,4875236,94
fail,2025-09-03 14:00:00,MastCard,Tabriz,3582960,3
failed,2025-09-22 21:23:00,Master-Card,Mashhad,1009027,24
Success,2025-09-02 23:59:00,Vsa,Tehran,3988202,65
fail,2025-09-23 01:51:00,,Ahvaz,375888,48
fail,2025-09-15 08:59:00,MasterCard,Mashhad,1953029,10
success,2025-09-24 19:51:00,Master-Card,tehr@n,4557599,13
fail,2025-09-22 09:00:00,Amex,Qom,1849554,73
failed,2025-09-22 14:55:00,Master-Card,Mashhad,4790125,14
fail,2025-09-05 07:32:00,Visa,Tehran,2486196,10
success,2025-09-24 14:30:00,Amex,Tehran,3280886,40
success,2025-09-01 14:00:00,Vsa,THR,1611756,23
success,2025-09-26 02:54:00,Visa,,3971266,100
fail,2025-09-04 14:02:00,Amex,Isfahan,1816193,55
fail,2025-09-15 10:48:00,Vsa,karaj,1908988,63
fail,2025-09-20 11:11:00,Discover,Shiraz,2274745,71
fail,2025-09-19 12:34:00,MasterCard,tehr@n,4502856,42
fail,2025-09-03 04:04:00,Amex,Tabriz,3174615,100
failed,2025-09-20 21:21:00,MasterCard,Qom,3106885,66
fail,2025-09-11 11:11:00,Visa,Isfahan,3080877,79
success,2025-09-17 20:20:00,Visa,Qom,4896000,73
success,2025-09-30 20:33:00,Visa,Tabriz,2617787,47
success,2025-09-27 02:30:00,Discover,Mashhad,1895367,81
FAIL,2025-09-13 11:11:00,Discover,Shiraz,2662160,52
fail,2025-09-11 23:59:00,MastCard,Tehran,2494029,18
failed,2025-09-02 12:34:00,Amex,Karaj,3574373,79
success,2025-09-09 21:23:00,MastCard,Karaj,4705073,18
failed,2025-09-26 21:23:00,Visa,THR,4737898,24
success,2025-09-02 22:27:00,MasterCard,Isfahan,4142722,23
success,2025-09-21 19:51:00,Discover,Tehran,4845448,12
fail,2025-09-09 05:23:00,Master-Card,Mashhad,2207962,23
fail,2025-09-09 02:37:00,MastCard,Tehran,1527657,21
success,2025-09-08 04:04:00,Master-Card,Shiraz,3470404,64
succeed,2025-09-17 02:30:00,Visa,Tehran,3932906,91
success,2025-09-01 04:40:00,MastCard,Isfahan,3034988,72
fail,2025-09-25 17:17:00,MasterCard,Tehran,3566286,95
failed,2025-09-29 11:11:00,Vsa,Tehran,1482475,34
success,2025-09-11 07:32:00,MasterCard,Tehran ,14281,2
fail,2025-09-08 11:11:00,MasterCard,,4372854,69
fail,2025-09-10 17:07:00,Visa,Qom,4283163,31
fail,2025-09-25 09:09:00,MastCard,Tabriz,3526181,98
failed,2025-09-07 02:37:00,Discover,TEHRAN,2385571,68
failed,2025-09-03 23:59:00,Visa,TEHRAN,4581596,70
fail,2025-09-03 11:11:00,Visa,THR,2941420,88
fail,2025-09-18 05:23:00,Master Card,Qom,1691618,19
failed,2025-09-05 03:27:00,Discover,Tehran,1418009,72
Success,2025-09-12 08:08:00,Master-Card,Tehran,2876050,13
success,2025-09-12 10:48:00,VISA,TEHRAN,3553195,65
success,2025-09-19 09:09:00,Master Card,THR,585615,6
fail,2025-09-30 19:51:00,Master-Card,Isfahan,2367574,71
success,2025-09-06 22:27:00,Master-Card,Tabriz,2383728,27
fail,2025-09-02 02:37:00,Discover,Shiraz,3073629,79
failed,2025-09-12 07:32:00,Visa,Ahvaz,220273,52
fail,2025-09-19 09:09:00,Amex,Karaj,3347788,99
failed,2025-09-05 07:32:00,MasterCard,Shiraz,4880738,88
fail,2025-09-12 14:00:00,Visa,Tabriz,4300899,48
failed,2025-09-27 12:12:00,MastCard,Tabriz,2018471,89
fail,2025-09-27 05:23:00,Amex,Karaj,1770573,79
success,2025-09-17 03:00:00,Master-Card,Ahvaz,2912348,100
success,2025-09-29 09:09:00,Amex,Tehran,395875,68
fail,2025-09-17 19:51:00,Amex,Tehran,940235,44
Success,2025-09-10 21:23:00,MasterCard,Karaj,4069742,17
success,2025-09-25 07:08:00,MasterCard,Isfahan,307166,96
success,2025-09-23 18:45:00,Master Card,Qom,1841419,38
failed,2025-09-17 01:01:00,Visa,Shiraz,3645410,10
failed,2025-09-15 21:10:00,MasterCard,Ahvaz,4416759,54
success,2025-09-12 16:40:00,Amex,Ahvaz,4684806,92
Success,2025-09-30 12:12:00,MasterCard,Tabriz,1569882,6
fail,2025-09-16 21:10:00,Discover,Qom,1662418,6
fail,2025-09-24 12:44:00,Discover,Tehran,2713440,52
success,2025-09-19 04:15:00,Discover,karaj,2224613,15
fail,2025-09-08 05:56:00,Discover,karaj,985206,68
success,2025-09-21 12:44:00,Master-Card,Tabriz,804852,57
fail,2025-09-17 04:15:00,MasterCard,Tehran,4603183,56
success,2025-09-23 05:23:00,Discover,Tehran,263873,7
failed,2025-09-05 22:27:00,Discover,Qom,1672886,51
success,2025-09-22 12:44:00,Visa,Tehran,4647715,58
succeed,2025-09-16 12:12:00,Master-Card,Karaj,2756523,64
success,2025-09-06 09:45:00,MasterCard,Karaj,357415,26
fail,2025-09-08 17:07:00,visa,Shiraz,4759165,58
fail,2025-09-25 23:59:00,Discover,THR,4350857,31
fail,2025-09-18 12:12:00,Vsa,Isfahan,1284812,66
failed,2025-09-25 11:11:00,Discover,TEHRAN,4863134,93
fail,2025-09-12 02:37:00,Visa,Tehran,2429449,13
fail,2025-09-15 03:00:00,Visa,Tehran,514490,18
failed,2025-09-27 03:27:00,Amex,Isfahan,3415327,95
success,2025-09-26 23:59:00,Discover,Qom,1071256,75
fail,2025-09-09 10:05:00,MasterCard,Tehran,4098517,13
fail,2025-09-13 12:44:00,Vsa,Qom,4569938,24
failed,2025-09-26 19:19:00,Discover,Tabriz,3807209,57
failed,2025-09-15 19:29:00,Discover,THR,3845461,29
fail,2025-09-10 21:23:00,Vsa,Mashhad,350255,56
success,2025-09-16 09:45:00,MasterCard,Qom,3442360,54
failed,2025-09-07 14:11:00,Vsa,tehr@n,4550252,5
success,2025-09-17 07:32:00,Discover,Ahvaz,4233627,35
failed,2025-09-23 19:51:00,MasterCard,Isfahan,2063370,19
success,2025-09-26 23:59:00,Visa,Mashhad,1881871,55
Success,2025-09-21 10:48:00,,Shiraz,4669280,77
fail,2025-09-22 10:48:00,Master-Card,Tehran,2948369,69
fail,2025-09-26 16:40:00,visa,Tehran,4709166,44
success,2025-09-07 09:45:00,MasterCard,Tabriz,3887457,78
success,2025-09-14 06:30:00,Vsa,Ahvaz,4914778,38
failed,2025-09-15 02:30:00,MasterCard,Tabriz,384883,62
fail,2025-09-21 21:10:00,MasterCard,Tehran,2999337,22
failed,2025-09-07 18:12:00,Vsa,Tabriz,2012402,73
fail,2025-09-09 14:00:00,Visa,Karaj,1577835,40
success,2025-09-19 03:00:00,Visa,Shiraz,1458504,26
fail,2025-09-16 15:45:00,Discover,Karaj,490094,5
success,2025-09-08 13:10:00,Vsa,Tabriz,3208609,94
success,2025-09-18 11:11:00,Discover,TEHRAN,1088736,54
fail,2025-09-27 04:15:00,Discover,Mashhad,1247502,87
fail,2025-09-23 17:17:00,visa,Mashhad,289525,49
success,2025-09-29 11:11:00,Discover,tehr@n,4634546,3
failed,2025-09-18 19:19:00,Discover,Tehran ,4766852,93
fail,2025-09-30 06:06:00,Amex,Shiraz,1004808,38
fail,2025-09-20 14:00:00,Vsa,tehr@n,3557324,14
fail,2025-09-07 12:12:00,Visa,Qom,1370992,47
Success,2025-09-03 12:12:00,Amex,Tabriz,3418253,14
fail,2025-09-18 18:12:00,Visa,Tabriz,4895355,75
fail,2025-09-27 10:48:00,MasterCard,Qom,699869,73
success,2025-09-10 02:54:00,Discover,Qom,53566,38
success,2025-09-07 10:48:00,Discover,Isfahan,1339353,64
fail,2025-09-17 19:29:00,MasterCard,THR,1378700,44
succeed,2025-09-14 19:51:00,,Isfahan,4949145,70
success,2025-09-24 13:10:00,MastCard,Tabriz,3247823,65
success,2025-09-03 11:11:00,,Tehran,3585257,25
fail,2025-09-12 14:00:00,Amex,Tehran ,2463163,16
failed,2025-09-28 14:11:00,Visa,karaj,1259752,15
fail,2025-09-13 07:32:00,Discover,Shiraz,2130573,99
fail,2025-09-02 14:00:00,Master-Card,karaj,4173438,81
fail,2025-09-03 00:00:00,Amex,karaj,3401279,3
success,2025-09-05 08:59:00,visa,tehr@n,1935565,67
success,2025-09-11 14:55:00,Visa,Isfahan,1569882,37
success,2025-09-08 14:11:00,Discover,Qom,517833,81
fail,2025-09-26 14:55:00,Discover,Tehran,3996499,55
success,2025-09-23 02:30:00,Discover,Tehran ,3189723,38
success,2025-09-23 10:05:00,Discover,ThRan,2264312,63
fail,2025-09-12 21:23:00,MasterCard,Ahvaz,3603322,1
failed,2025-09-07 19:29:00,Amex,Mashhad,4015298,71
fail,2025-09-15 23:59:00,Discover,Mashhad,296186,91
success,2025-09-24 02:30:00,Visa,Isfahan,2077651,19
fail,2025-09-17 10:48:00,MastCard,Tabriz,832898,52
success,2025-09-04 22:27:00,MasterCard,Mashhad,2809623,30
FAIL,2025-09-29 04:04:00,Amex,Tehran,933237,55
succeed,2025-09-22 18:12:00,MasterCard,,4983540,14
fail,2025-09-25 14:55:00,Master-Card,Isfahan,4881615,13
success,2025-09-13 04:40:00,Amex,TEHRAN,3382006,84
fail,2025-09-18 05:23:00,,Karaj,3600287,91
failed,2025-09-01 11:11:00,MasterCard,Tabriz,4870229,27
success,2025-09-16 02:30:00,Discover,Tabriz,4981075,90
fail,2025-09-13 14:55:00,Discover,,4899948,9
fail,2025-09-10 02:30:00,MasterCard,Ahvaz,3025940,41
Success,2025-09-12 06:06:00,MasterCard,Tabriz,3163225,48
success,2025-09-30 11:11:00,MastCard,Tehran,4333142,12
fail,2025-09-02 04:15:00,Visa,Karaj,2188362,10
fail,2025-09-23 23:59:00,Amex,Tabriz,1798010,6
fail,2025-09-03 04:40:00,Vsa,Tabriz,340283,34
success,2025-09-10 18:45:00,MastCard,Karaj,4328451,52
Success,2025-09-02 00:00:00,MasterCard,Karaj,2497601,41
failed,2025-09-30 14:02:00,visa,Mashhad,4603525,83
success,2025-09-27 11:11:00,MasterCard,tehr@n,592127,6
failed,2025-09-23 07:08:00,Visa,Karaj,4483873,2
success,2025-09-13 18:12:00,Vsa,TEHRAN,545716,15
fail,2025-09-13 23:59:00,Visa,Tehran,1272350,17
succeed,2025-09-18 15:45:00,MastCard,Tabriz,793189,16
fail,2025-09-03 07:32:00,Visa,Tehran,3573229,28
fail,2025-09-27 11:11:00,Visa,Tabriz,559772,85
succeed,2025-09-07 09:45:00,Visa,Tehran ,4832046,72
fail,2025-09-14 18:45:00,Discover,Tehran ,2525637,10
success,2025-09-20 17:07:00,Visa,Ahvaz,2861087,10
Success,2025-09-29 16:16:00,Visa,Mashhad,1279105,10
success,2025-09-30 08:59:00,MastCard,Ahvaz,4954809,73
fail,2025-09-17 07:32:00,Vsa,Qom,4273487,28
fail,2025-09-29 01:51:00,Vsa,Tehran,2974126,24
fail,2025-09-30 08:08:00,Vsa,Mashhad,4401776,19
success,2025-09-21 18:45:00,MasterCard,Qom,1241519,98
failed,2025-09-12 18:00:00,Master-Card,Tabriz,591068,68
success,2025-09-25 19:51:00,MasterCard,Tabriz,2696985,56
success,2025-09-16 19:40:00,MasterCard,Tabriz,883781,67
success,2025-09-24 11:11:00,MastCard,Shiraz,2773937,42
success,2025-09-12 19:51:00,Visa,Tehran,407182,12
failed,2025-09-15 08:08:00,Vsa,Karaj,2285127,18
fail,2025-09-25 16:40:00,MasterCard,Isfahan,1820879,23
failed,2025-09-10 02:54:00,Visa,Isfahan,820897,84
success,2025-09-30 12:44:00,Visa,Ahvaz,2345478,6
fail,2025-09-25 02:24:00,Visa,Mashhad,804294,53
fail,2025-09-07 02:24:00,Master-Card,Isfahan,3036392,99
fail,2025-09-20 13:13:00,visa,THR,2274023,42
success,2025-09-05 05:56:00,Discover,Isfahan,1252922,66
fail,2025-09-01 10:48:00,Discover,THR,1398397,30
Success,2025-09-30 10:48:00,Visa,Mashhad,2963178,9
success,2025-09-17 21:23:00,Vsa,Tabriz,4598434,92
Success,2025-09-03 19:19:00,Visa,Shiraz,1211721,42
fail,2025-09-13 08:08:00,,Tabriz,3410320,34
fail,2025-09-14 07:08:00,MastCard,Tehran,4687153,40
